   Cores     AvgAgg     AvgDistCores     Stem     Petal
 451          1   117.0000     0.0000     1.0000     0.0000
 452          1   117.0000     0.0000     1.0000     0.0000
 453          1   117.0000     0.0000     1.0000     0.0000
 454          1   117.0000     0.0000     1.0000     0.0000
 455          1   117.0000     0.0000     1.0000     0.0000
 456          1   117.0000     0.0000     1.0000     0.0000
 457          1   117.0000     0.0000     1.0000     0.0000
 458          1   117.0000     0.0000     1.0000     0.0000
 459          1   117.0000     0.0000     1.0000     0.0000
 460          1   117.0000     0.0000     1.0000     0.0000
 461          1   117.0000     0.0000     1.0000     0.0000
 462          1   116.0000     0.0000     1.0000     0.0000
 463          1   117.0000     0.0000     1.0000     0.0000
 464          2    58.5000     0.0000     1.0000     0.0000
 465          1   116.0000     0.0000     1.0000     0.0000
 466          1   116.0000     0.0000     1.0000     0.0000
 467          1   117.0000     0.0000     1.0000     0.0000
 468          1   116.0000     0.0000     1.0000     0.0000
 469          1   117.0000     0.0000     1.0000     0.0000
 470          1   117.0000     0.0000     1.0000     0.0000
 471          1   117.0000     0.0000     1.0000     0.0000
 472          1   116.0000     0.0000     1.0000     0.0000
 473          1   117.0000     0.0000     1.0000     0.0000
 474          1   117.0000     0.0000     1.0000     0.0000
 475          1   117.0000     0.0000     1.0000     0.0000
 476          1   117.0000     0.0000     1.0000     0.0000
 477          1   117.0000     0.0000     1.0000     0.0000
 478          1   117.0000     0.0000     1.0000     0.0000
 479          1   117.0000     0.0000     1.0000     0.0000
 480          1   117.0000     0.0000     1.0000     0.0000
 481          1   117.0000     0.0000     1.0000     0.0000
 482          1   117.0000     0.0000     1.0000     0.0000
 483          1   116.0000     0.0000     1.0000     0.0000
 484          1   117.0000     0.0000     1.0000     0.0000
 485          1   117.0000     0.0000     1.0000     0.0000
 486          1   117.0000     0.0000     1.0000     0.0000
 487          1   117.0000     0.0000     1.0000     0.0000
 488          1   117.0000     0.0000     1.0000     0.0000
 489          1   117.0000     0.0000     1.0000     0.0000
 490          1   117.0000     0.0000     1.0000     0.0000
 491          1   115.0000     0.0000     1.0000     0.0000
 492          1   116.0000     0.0000     1.0000     0.0000
 493          1   117.0000     0.0000     1.0000     0.0000
 494          1   117.0000     0.0000     1.0000     0.0000
 495          1   116.0000     0.0000     1.0000     0.0000
 496          1   117.0000     0.0000     1.0000     0.0000
 497          1   117.0000     0.0000     1.0000     0.0000
 498          1   117.0000     0.0000     1.0000     0.0000
 499          2    58.5000     0.0000     1.0000     0.0000
 500          1   117.0000     0.0000     1.0000     0.0000
 501          1   116.0000     0.0000     1.0000     0.0000
 502          1   117.0000     0.0000     1.0000     0.0000
 503          1   117.0000     0.0000     1.0000     0.0000
 504          1   117.0000     0.0000     1.0000     0.0000
 505          1   117.0000     0.0000     1.0000     0.0000
 506          1   117.0000     0.0000     1.0000     0.0000
 507          2    58.0000     0.0000     1.0000     0.0000
 508          2    57.5000     0.0000     1.0000     0.0000
 509          1   117.0000     0.0000     1.0000     0.0000
 510          1   116.0000     0.0000     1.0000     0.0000
 511          1   117.0000     0.0000     1.0000     0.0000
 512          1   117.0000     0.0000     1.0000     0.0000
 513          1   116.0000     0.0000     1.0000     0.0000
 514          1   117.0000     0.0000     1.0000     0.0000
 515          1   117.0000     0.0000     1.0000     0.0000
 516          1   117.0000     0.0000     1.0000     0.0000
 517          1   117.0000     0.0000     1.0000     0.0000
 518          1   117.0000     0.0000     1.0000     0.0000
 519          1   117.0000     0.0000     1.0000     0.0000
 520          1   117.0000     0.0000     1.0000     0.0000
 521          1   116.0000     0.0000     1.0000     0.0000
 522          1   117.0000     0.0000     1.0000     0.0000
 523          1   117.0000     0.0000     1.0000     0.0000
 524          1   117.0000     0.0000     1.0000     0.0000
 525          1   117.0000     0.0000     1.0000     0.0000
 526          1   117.0000     0.0000     1.0000     0.0000
 527          1   117.0000     0.0000     1.0000     0.0000
 528          1   117.0000     0.0000     1.0000     0.0000
 529          1   117.0000     0.0000     1.0000     0.0000
 530          1   116.0000     0.0000     1.0000     0.0000
 531          1   117.0000     0.0000     1.0000     0.0000
 532          1   116.0000     0.0000     1.0000     0.0000
 533          1   117.0000     0.0000     1.0000     0.0000
 534          1   117.0000     0.0000     1.0000     0.0000
 535          1   117.0000     0.0000     1.0000     0.0000
 536          1   117.0000     0.0000     1.0000     0.0000
 537          1   117.0000     0.0000     1.0000     0.0000
 538          1   117.0000     0.0000     1.0000     0.0000
 539          1   117.0000     0.0000     1.0000     0.0000
 540          1   117.0000     0.0000     1.0000     0.0000
 541          1   115.0000     0.0000     1.0000     0.0000
 542          1   116.0000     0.0000     1.0000     0.0000
 543          1   117.0000     0.0000     1.0000     0.0000
 544          1   117.0000     0.0000     1.0000     0.0000
 545          1   117.0000     0.0000     1.0000     0.0000
 546          1   117.0000     0.0000     1.0000     0.0000
 547          1   117.0000     0.0000     1.0000     0.0000
 548          1   117.0000     0.0000     1.0000     0.0000
 549          1   116.0000     0.0000     1.0000     0.0000
 550          1   117.0000     0.0000     1.0000     0.0000
 551          1   117.0000     0.0000     1.0000     0.0000
 552          1   117.0000     0.0000     1.0000     0.0000
 553          1   116.0000     0.0000     1.0000     0.0000
 554          1   116.0000     0.0000     1.0000     0.0000
